,report_id,species_name,date_report,location,site,no_observation,mode_observation,threats,remarks,name_observers,coordinates_lat,coordinates_lng
140,141,Rusa alfredi (Visayan Spotted Deer),2017-06-12,"Lambunao, Iloilo",Brgy. Jayubo,17,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.103827,122.402698
141,142,Sus cebifrons (Visayan Warty Pig),2017-06-19,"Lambunao, Iloilo",Brgy. Cabatangan,9,Heard & Seen,Hunting,seen at the area of cabatangan,Bantay Gubat,11.099591,122.354168
142,143,Raflesia speciosa (Panay Rafflesia),2017-07-03,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",24,Seen,Loss of Habitat,Seen at BMS site,Cenro Staff,10.803937,122.142843
143,144,Aceros waldeni (Visayan Writhed Hornbill),2017-07-17,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",15,Seen,Hunting,Seen at BMS site,IP leaders,10.803978,122.143205
144,145,Aceros waldeni (Visayan Writhed Hornbill),2017-06-06,"Madalag, Aklan",Brgy. Maria Cristina,16,Heard & Seen,Loss of Habitat,Seen at the tree tops,Cenro Staff,11.499141,122.202861
145,146,Rusa alfredi (Visayan Spotted Deer),2017-06-12,"Ibajay, Aklan",Brgy. Capataga,16,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.808304,122.170149
146,147,Sus cebifrons (Visayan Warty Pig),2017-06-19,"Malinao, Aklan",Brgy. Aparicio,6,Heard & Seen,Loss of Habitat,Seen in the area of Aparicio,Bantay Gubat,11.642794,122.304141
147,148,Aceros waldeni (Visayan Writhed Hornbill),2017-07-04,"Madalag, Aklan",Brgy. Maria Cristina,16,Heard & Seen,Hunting,Seen at the forest edges,Cenro Staff,11.492075,122.211787
148,149,Rusa alfredi (Visayan Spotted Deer),2017-07-10,"Ibajay, Aklan",Brgy. Capataga,16,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.807905,122.170836
149,150,Sus cebifrons (Visayan Warty Pig),2017-07-21,"Malinao, Aklan",Brgy. Aparicio,7,Heard & Seen,Hunting,Seen in the area of Aparicio,Bantay Gubat,11.641657,122.304013
150,151,Aceros waldeni (Visayan Writhed Hornbill),2017-07-04,"Lambunao, Iloilo",Brgy. Jayubo,17,Heard & Seen,Loss of Habitat,Seen at the tree tops,Cenro Staff,11.103742,122.40115
151,152,Rusa alfredi (Visayan Spotted Deer),2017-07-10,"Lambunao, Iloilo",Brgy. Cabatangan,17,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.089422,122.353225
152,153,Sus cebifrons (Visayan Warty Pig),2017-07-21,"Lambunao, Iloilo",Brgy. Jayubo,5,Heard & Seen,Loss of Habitat,seen at the area of cabatangan,Bantay Gubat,11.101803,122.401666
153,154,Raflesia speciosa (Panay Rafflesia),2017-08-07,"Sibalom, Antique",Brgy. Imparayan,22,Seen,Loss of Habitat,Seen at BMS site,IP leaders,10.790515,122.104078
154,155,Aceros waldeni (Visayan Writhed Hornbill),2017-08-21,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",15,Seen,Hunting,Seen at the tree tops,Cenro Staff,10.80326,122.144558
155,156,Aceros waldeni (Visayan Writhed Hornbill),2017-08-08,"Madalag, Aklan",Brgy. Maria Cristina,22,Heard & Seen,Loss of Habitat,Seen at the tree tops,Cenro Staff,11.489384,122.202518
156,157,Rusa alfredi (Visayan Spotted Deer),2017-08-14,"Ibajay, Aklan",Brgy. Capataga,22,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.805742,122.173964
157,158,Sus cebifrons (Visayan Warty Pig),2017-08-21,"Malinao, Aklan",Brgy. Aparicio,6,Heard & Seen,Loss of Habitat,Seen in the area of Aparicio,Bantay Gubat,11.642791,122.305256
158,159,Aceros waldeni (Visayan Writhed Hornbill),2017-08-08,"Lambunao, Iloilo",Brgy. Cabatangan,19,Heard & Seen,Hunting,Seen at the forest edges,IP leaders,11.08639,122.354427
159,160,Rusa alfredi (Visayan Spotted Deer),2017-08-14,"Lambunao, Iloilo",Brgy. Jayubo,15,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.10054,122.402867
160,161,Sus cebifrons (Visayan Warty Pig),2017-08-21,"Lambunao, Iloilo",Brgy. Cabatangan,5,Heard & Seen,Hunting,seen at the area of cabatangan,Bantay Gubat,11.085715,122.354857
161,162,Raflesia speciosa (Panay Rafflesia),2017-09-04,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",23,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.803934,122.14284
162,163,Aceros waldeni (Visayan Writhed Hornbill),2017-09-18,"Sibalom, Antique",Brgy. Imparayan,23,Seen,Hunting,Seen at BMS site,Bantay Gubat,10.794041,122.107003
163,164,Aceros waldeni (Visayan Writhed Hornbill),2017-09-05,"Madalag, Aklan",Brgy. Maria Cristina,25,Heard & Seen,Hunting,Seen at the tree tops,Cenro Staff,11.411522,122.198698
164,165,Rusa alfredi (Visayan Spotted Deer),2017-09-11,"Ibajay, Aklan",Brgy. Capataga,27,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.805091,122.175238
165,166,Sus cebifrons (Visayan Warty Pig),2017-09-18,"Malinao, Aklan",Brgy. Aparicio,7,Heard & Seen,Hunting,Seen in the area of Aparicio,Bantay Gubat,11.64296,122.304268
166,167,Aceros waldeni (Visayan Writhed Hornbill),2017-09-05,"Lambunao, Iloilo",Brgy. Jayubo,18,Heard & Seen,Loss of Habitat,Seen at the tree tops,Cenro Staff,11.100203,122.403813
167,168,Rusa alfredi (Visayan Spotted Deer),2017-09-11,"Lambunao, Iloilo",Brgy. Cabatangan,15,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.084537,122.354942
168,169,Sus cebifrons (Visayan Warty Pig),2017-09-18,"Lambunao, Iloilo",Brgy. Jayubo,8,Heard & Seen,Loss of Habitat,seen at the area of cabatangan,Bantay Gubat,11.099782,122.401152
169,170,Raflesia speciosa (Panay Rafflesia),2017-10-02,"Sibalom, Antique",Brgy. Imparayan,10,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.793295,122.11008
170,171,Aceros waldeni (Visayan Writhed Hornbill),2017-10-16,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",19,Seen,Hunting,Seen at the tree tops,Cenro Staff,10.803471,122.142325
171,172,Aceros waldeni (Visayan Writhed Hornbill),2017-10-10,"Madalag, Aklan",Brgy. Maria Cristina,8,Heard & Seen,Loss of Habitat,Seen at the forest edges,Cenro Staff,11.511588,122.208697
172,173,Rusa alfredi (Visayan Spotted Deer),2017-10-16,"Ibajay, Aklan",Brgy. Capataga,33,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.805006,122.17629
173,174,Sus cebifrons (Visayan Warty Pig),2017-10-23,"Malinao, Aklan",Brgy. Aparicio,9,Heard & Seen,Loss of Habitat,Seen in the area of Aparicio,Bantay Gubat,11.64191,122.304143
174,175,Aceros waldeni (Visayan Writhed Hornbill),2017-10-10,"Lambunao, Iloilo",Brgy. Cabatangan,9,Heard & Seen,Hunting,Seen at the forest edges,Cenro Staff,11.084115,122.354255
175,176,Rusa alfredi (Visayan Spotted Deer),2017-10-16,"Lambunao, Iloilo",Brgy. Jayubo,17,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.099361,122.40261
176,177,Sus cebifrons (Visayan Warty Pig),2017-10-23,"Lambunao, Iloilo",Brgy. Cabatangan,7,Heard & Seen,Hunting,seen at the area of cabatangan,Bantay Gubat,11.08959,122.344375
177,178,Raflesia speciosa (Panay Rafflesia),2017-11-06,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",18,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.803933,122.142844
178,179,Aceros waldeni (Visayan Writhed Hornbill),2017-11-20,"Sibalom, Antique",Brgy. Imparayan,10,Seen,Hunting,Seen at BMS site,Bantay Gubat,10.78731,122.104683
179,180,Aceros waldeni (Visayan Writhed Hornbill),2017-11-07,"Madalag, Aklan",Brgy. Maria Cristina,11,Heard & Seen,Hunting,Seen at the tree tops,Cenro Staff,11.507215,122.202174
180,181,Rusa alfredi (Visayan Spotted Deer),2017-11-13,"Ibajay, Aklan",Brgy. Capataga,33,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.805385,122.177128
181,182,Sus cebifrons (Visayan Warty Pig),2017-11-20,"Malinao, Aklan",Brgy. Aparicio,8,Heard & Seen,Hunting,Seen in the area of Aparicio,Bantay Gubat,11.641027,122.307102
182,183,Aceros waldeni (Visayan Writhed Hornbill),2017-11-07,"Lambunao, Iloilo",Brgy. Jayubo,8,Heard & Seen,Loss of Habitat,Seen at the forest edges,Cenro Staff,11.100543,122.40012
183,184,Rusa alfredi (Visayan Spotted Deer),2017-11-13,"Lambunao, Iloilo",Brgy. Cabatangan,23,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.089843,122.342915
184,185,Sus cebifrons (Visayan Warty Pig),2017-11-20,"Lambunao, Iloilo",Brgy. Jayubo,8,Heard & Seen,Loss of Habitat,seen at the area of cabatangan,Bantay Gubat,11.095486,122.399518
185,186,Raflesia speciosa (Panay Rafflesia),2017-12-04,"Sibalom, Antique",Brgy. Imparayan,19,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.793294,122.11009
186,187,Aceros waldeni (Visayan Writhed Hornbill),2017-12-18,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",7,Seen,Hunting,Seen at the tree tops,Bantay Gubat,10.803704,122.143033
187,188,Aceros waldeni (Visayan Writhed Hornbill),2017-12-06,"Madalag, Aklan",Brgy. Maria Cristina,7,Heard & Seen,Loss of Habitat,Seen at the tree tops,Cenro Staff,11.508824,122.194278
188,189,Rusa alfredi (Visayan Spotted Deer),2017-12-11,"Ibajay, Aklan",Brgy. Capataga,30,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.804502,122.177192
189,190,Sus cebifrons (Visayan Warty Pig),2017-12-18,"Malinao, Aklan",Brgy. Aparicio,6,Heard & Seen,Loss of Habitat,Seen in the area of Aparicio,Bantay Gubat,11.640227,122.30663
190,191,Aceros waldeni (Visayan Writhed Hornbill),2017-12-06,"Lambunao, Iloilo",Brgy. Cabatangan,7,Heard & Seen,Hunting,Seen at the forest edges,Cenro Staff,11.089337,122.341198
191,192,Rusa alfredi (Visayan Spotted Deer),2017-12-11,"Lambunao, Iloilo",Brgy. Jayubo,17,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.106942,122.402695
192,193,Sus cebifrons (Visayan Warty Pig),2017-12-18,"Lambunao, Iloilo",Brgy. Cabatangan,8,Heard & Seen,Hunting,seen at the area of cabatangan,Bantay Gubat,11.091781,122.343086
193,194,Raflesia speciosa (Panay Rafflesia),2018-01-08,"Sibalom, Antique",Brgy. Imparayan,28,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.787314,122.10468
194,195,Aceros waldeni (Visayan Writhed Hornbill),2018-01-22,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",11,Seen,Loss of Habitat,Seen at the tree tops,IP leaders,10.803071,122.143549
195,196,Aceros waldeni (Visayan Writhed Hornbill),2018-01-09,"Madalag, Aklan",Brgy. Maria Cristina,12,Heard & Seen,Hunting,Seen at the tree tops,Cenro Staff,11.525381,122.202861
196,197,Rusa alfredi (Visayan Spotted Deer),2018-01-15,"Ibajay, Aklan",Brgy. Capataga,30,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.803914,122.175775
197,198,Sus cebifrons (Visayan Warty Pig),2018-01-22,"Malinao, Aklan",Brgy. Aparicio,15,Heard & Seen,Hunting,Seen in the area of Aparicio,Bantay Gubat,11.644343,122.305899
198,200,Aceros waldeni (Visayan Writhed Hornbill),2018-01-09,"Lambunao, Iloilo",Brgy. Jayubo,11,Heard & Seen,Loss of Habitat,Seen at the tree tops,Cenro Staff,11.059963,122.377617
199,201,Rusa alfredi (Visayan Spotted Deer),2018-01-15,"Lambunao, Iloilo",Brgy. Cabatangan,17,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.089168,122.358374
200,202,Sus cebifrons (Visayan Warty Pig),2018-01-22,"Lambunao, Iloilo",Brgy. Jayubo,14,Heard & Seen,Loss of Habitat,Seen in the area of Jayubo,Bantay Gubat,11.101634,122.409652
201,203,Raflesia speciosa (Panay Rafflesia),2018-02-05,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",17,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.80307,122.14355
202,204,Aceros waldeni (Visayan Writhed Hornbill),2018-02-19,"Sibalom, Antique",Brgy. Imparayan,12,Seen,Loss of Habitat,Seen at the tree tops,Cenro Staff,10.794475,122.111121
203,205,Aceros waldeni (Visayan Writhed Hornbill),2018-02-06,"Madalag, Aklan",Brgy. Maria Cristina,15,Heard & Seen,Loss of Habitat,Seen at the tree tops,Cenro Staff,11.51798,122.199084
204,206,Rusa alfredi (Visayan Spotted Deer),2018-02-12,"Ibajay, Aklan",Brgy. Capataga,14,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.80341,122.174787
205,207,Sus cebifrons (Visayan Warty Pig),2018-02-19,"Malinao, Aklan",Brgy. Aparicio,13,Heard & Seen,Loss of Habitat,Seen in the area of Aparicio,Bantay Gubat,11.644361,122.305964
206,208,Aceros waldeni (Visayan Writhed Hornbill),2018-02-06,"Lambunao, Iloilo",Brgy. Cabatangan,12,Heard & Seen,Hunting,Seen at the tree tops,Cenro Staff,11.087315,122.35915
207,209,Rusa alfredi (Visayan Spotted Deer),2018-02-12,"Lambunao, Iloilo",Brgy. Jayubo,17,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.100544,122.405824
208,210,Sus cebifrons (Visayan Warty Pig),2018-02-19,"Lambunao, Iloilo",Brgy. Cabatangan,13,Heard & Seen,Loss of Habitat,seen at the area of cabatangan,Bantay Gubat,11.086392,122.358375
209,211,Raflesia speciosa (Panay Rafflesia),2018-03-05,"Sibalom, Antique",Brgy. Imparayan,18,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.790513,122.104077
210,212,Aceros waldeni (Visayan Writhed Hornbill),2018-03-19,"Sibalom, Antique",Brgy. Imparayan,12,Seen,Loss of Habitat,Seen at the tree tops,Cenro Staff,10.79144,122.107004
211,213,Aceros waldeni (Visayan Writhed Hornbill),2018-03-06,"Madalag, Aklan",Brgy. Maria Cristina,10,Heard & Seen,Hunting,Seen at the forest edges,Cenro Staff,11.530427,122.210071
212,214,Rusa alfredi (Visayan Spotted Deer),2018-03-12,"Ibajay, Aklan",Brgy. Capataga,15,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.803872,122.172683
213,215,Sus cebifrons (Visayan Warty Pig),2018-03-19,"Malinao, Aklan",Brgy. Aparicio,12,Heard & Seen,Loss of Habitat,Seen in the area of Aparicio,Bantay Gubat,11.642875,122.304397
214,216,Aceros waldeni (Visayan Writhed Hornbill),2018-03-06,"Lambunao, Iloilo",Brgy. Jayubo,12,Heard & Seen,Loss of Habitat,Seen at the forest edges,Cenro Staff,11.102223,122.407333
215,217,Rusa alfredi (Visayan Spotted Deer),2018-03-12,"Lambunao, Iloilo",Brgy. Cabatangan,14,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.088747,122.356487
216,218,Sus cebifrons (Visayan Warty Pig),2018-03-19,"Lambunao, Iloilo",Brgy. Jayubo,11,Heard & Seen,Loss of Habitat,seen at the area of jayubo,Bantay Gubat,11.103571,122.405786
217,219,Raflesia speciosa (Panay Rafflesia),2018-04-02,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",17,Seen,Loss of Habitat,Seen at BMS site,Cenro Staff,10.803932,122.142845
218,220,Aceros waldeni (Visayan Writhed Hornbill),2018-04-16,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",13,Seen,Hunting,Seen at BMS site,Bantay Gubat,10.803702,122.143032
219,221,Aceros waldeni (Visayan Writhed Hornbill),2018-04-03,"Madalag, Aklan",Brgy. Maria Cristina,10,Heard & Seen,Loss of Habitat,Seen at the forest edges,Cenro Staff,11.514616,122.213131
220,222,Rusa alfredi (Visayan Spotted Deer),2018-04-09,"Ibajay, Aklan",Brgy. Capataga,24,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.803872,122.171824
221,223,Sus cebifrons (Visayan Warty Pig),2018-04-16,"Malinao, Aklan",Brgy. Aparicio,10,Heard & Seen,Loss of Habitat,Seen in the area of Aparicio,Bantay Gubat,11.642245,122.304913
222,224,Aceros waldeni (Visayan Writhed Hornbill),2018-04-03,"Lambunao, Iloilo",Brgy. Cabatangan,12,Heard & Seen,Hunting,Seen at the tree tops,Cenro Staff,11.086726,122.356485
223,225,Rusa alfredi (Visayan Spotted Deer),2018-04-09,"Lambunao, Iloilo",Brgy. Jayubo,23,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.103909,122.404758
224,226,Sus cebifrons (Visayan Warty Pig),2018-04-16,"Lambunao, Iloilo",Brgy. Cabatangan,8,Heard & Seen,Hunting,seen at the area of cabatangan,Bantay Gubat,11.089252,122.35434
225,227,Raflesia speciosa (Panay Rafflesia),2018-05-07,"Sibalom, Antique",Brgy. Imparayan,27,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.793299,122.11007
226,228,Aceros waldeni (Visayan Writhed Hornbill),2018-05-21,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",11,Seen,Hunting,Seen at BMS site,Cenro Staff,10.803073,122.143546
227,229,Aceros waldeni (Visayan Writhed Hornbill),2018-05-08,"Madalag, Aklan",Brgy. Maria Cristina,10,Heard & Seen,Hunting,Seen at the tree tops,Cenro Staff,11.502505,122.21831
228,230,Rusa alfredi (Visayan Spotted Deer),2018-05-14,"Ibajay, Aklan",Brgy. Capataga,22,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.803683,122.170901
229,231,Sus cebifrons (Visayan Warty Pig),2018-05-21,"Malinao, Aklan",Brgy. Aparicio,9,Heard & Seen,Hunting,Seen in the area of Aparicio,Bantay Gubat,11.641614,122.304311
230,232,Aceros waldeni (Visayan Writhed Hornbill),2018-05-08,"Lambunao, Iloilo",Brgy. Jayubo,13,Heard & Seen,Loss of Habitat,Seen at the forest edges,Cenro Staff,11.103824,122.405357
231,233,Rusa alfredi (Visayan Spotted Deer),2018-05-14,"Lambunao, Iloilo",Brgy. Cabatangan,23,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.091021,122.355714
232,234,Sus cebifrons (Visayan Warty Pig),2018-05-21,"Lambunao, Iloilo",Brgy. Jayubo,7,Heard & Seen,Loss of Habitat,seen at the area of cabatangan,Bantay Gubat,11.103487,122.403897
233,235,Raflesia speciosa (Panay Rafflesia),2018-06-04,"Sibalom, Antique",Brgy. Imparayan,19,Seen,Loss of Habitat,Seen at BMS site,IP leaders,10.787315,122.104684
234,236,Aceros waldeni (Visayan Writhed Hornbill),2018-06-18,"Sibalom, Antique",Brgy. Imparayan,15,Seen,Hunting,Seen at the tree tops,Bantay Gubat,10.794474,122.111126
235,237,Aceros waldeni (Visayan Writhed Hornbill),2018-06-05,"Madalag, Aklan",Brgy. Maria Cristina,14,Seen,Loss of Habitat,Seen at the forest edges,Cenro Staff,11.497122,122.21831
236,238,Rusa alfredi (Visayan Spotted Deer),2018-06-11,"Ibajay, Aklan",Brgy. Capataga,21,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.803536,122.169484
237,239,Sus cebifrons (Visayan Warty Pig),2018-06-18,"Malinao, Aklan",Brgy. Aparicio,7,Heard & Seen,Loss of Habitat,Seen in the area of Aparicio,Bantay Gubat,11.642795,122.30414
238,240,Aceros waldeni (Visayan Writhed Hornbill),2018-06-05,"Lambunao, Iloilo",Brgy. Cabatangan,16,Heard & Seen,Hunting,Seen at the tree tops,Cenro Staff,11.091442,122.353911
239,241,Rusa alfredi (Visayan Spotted Deer),2018-06-11,"Lambunao, Iloilo",Brgy. Jayubo,24,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.103828,122.402694
240,242,Sus cebifrons (Visayan Warty Pig),2018-06-18,"Lambunao, Iloilo",Brgy. Cabatangan,6,Heard & Seen,Hunting,seen at the area of cabatangan,Bantay Gubat,11.089592,122.354167
241,243,Raflesia speciosa (Panay Rafflesia),2018-07-02,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",28,Seen,Loss of Habitat,Seen at BMS site,Cenro Staff,10.803934,122.142846
242,244,Aceros waldeni (Visayan Writhed Hornbill),2018-07-16,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",17,Seen,Hunting,Seen at BMS site,IP leaders,10.803976,122.143204
243,245,Aceros waldeni (Visayan Writhed Hornbill),2018-07-23,"Madalag, Aklan",Brgy. Maria Cristina,19,Heard & Seen,Hunting,Seen at the tree tops,Cenro Staff,11.485347,122.221744
244,246,Rusa alfredi (Visayan Spotted Deer),2018-07-09,"Ibajay, Aklan",Brgy. Capataga,22,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.802381,122.1703
245,247,Sus cebifrons (Visayan Warty Pig),2018-07-16,"Malinao, Aklan",Brgy. Aparicio,8,Heard & Seen,Hunting,Seen in the area of Aparicio,Bantay Gubat,11.641656,122.304011
246,248,Aceros waldeni (Visayan Writhed Hornbill),2018-07-03,"Lambunao, Iloilo",Brgy. Jayubo,22,Heard & Seen,Loss of Habitat,Seen at the forest edges,Cenro Staff,11.10374,122.401153
247,249,Rusa alfredi (Visayan Spotted Deer),2018-07-09,"Lambunao, Iloilo",Brgy. Cabatangan,20,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.089421,122.353224
